sanskrit_root,pie_root,iecor_pie_root,set,pie_ends_with_laryngeal,gemini_pie_root,gemini_best_guess,wiktionary_pie_roots,wiktionary_pii_roots,wiktionary_status
रि,,,N,N,*h₁rei-,,*h₃reyH-,,ok
पि,,,N,Y,*pih₃-,,,,missingtitle
धि,,,N,Y,*dʰeh₁-,,,,no_sanskrit_section
क्षि,,,N,N,*tḱey-,,*tk-éh₁-; *tek-; *tḱey-; *dʰgʷʰey-,*gẓʰi-; *gžʰi-,ok
सू,"su-, sū-",,Y,N,*sū-,,*sewH-,*sawH-,ok
कॄ,,,Y,N,*kʷer-,N,*(s)kelH-; *kʷerH-; *(s)ker-,,ok
गॄ,,,Y,Y,*ǵʰreh₂-,N,*gʷerH-; *gʷelH-; *gʷerh₃-,*garH-,ok
दृ,,,N,N,*dʰer-,,,,missingtitle
धृ,,,N,N,*dʰer-,,*dʰer-,*dʰar-,ok
प्रच्छ्,,,N,N,*preḱ-,,,,missingtitle
सृज्,,,N,N,*serǵʰ-,,*selǵ-,,ok
मज्ज्,,,N,N,*mers-,,*mesg-,,ok
रुज्,,,Y,N,*wreǵ-,,*lewǵ-; *lewg-,,ok
भुज्,,,N,N,*bʰeuǵ-,,*bʰewgʰ-; *bʰewg-,,ok
छुप्,,,N,N,*skup-,Y,*skewp-,,ok
रुश्,,,N,N,*lewk-,,,,missingtitle
रिश्,,,N,N,*h₁rei-,Y,,,missingtitle
लिश्,,,N,N,*sleikʷ-,Y,,,missingtitle
स्पृश्,,,N,N,*sperǵʰ-,,,,no_pie_found
विच्छ्,,,Y,N,*weik-,,,,missingtitle
विश्,,,N,N,*weik-,,*weyḱ-,*wíṭṣ; *wíćš,ok
मृश्,,,N,N,*merǵ-,N,*melk-; *melǵ-,,ok
नुद्,,,N,N,*(s)neud-,,*newd-; *new-,*-d-,ok
सद्,,,Y,N,*sed-,,*sed-,,ok
शद्,,,N,N,*sed-,N,,,missingtitle
मिल्,,,Y,Y,*melh₂-,Y,,,no_pie_found
मुच्,,,Y,N,*mewk'-,,*(s)mewk-,*mawk-; *(s)mawk-,ok
लुप्,,,N,N,*lup-,,*Hrewp-,*Hrawp-,ok
विद्,,*u̯ei̯d-,Y,N,*weid-,,*weyd-,*wayd-,ok
लिप्,,,N,N,*leip-,,*leyp-,,ok
सिच्,,,N,N,*seikʷ-,,*seykʷ-,,ok
कृत्,,,Y,N,*kʷrey-,,*(s)ker-,,ok
खिद्,,,N,N,*skheid-,N,*kh₂eyd-,,ok
पिश्,,,Y,N,*peik-,Y,*peyḱ-,,ok
फुल्,,,Y,N,*bʰel-,N,,,no_sanskrit_section
रुध्,,,N,N,*h₁reudʰ-,,*lewdʰ-; *h₁lewdʰ-,*rawdʰ-,ok
भिद्,,,N,N,*bʰeydʰ-,,*bʰeyd-,,ok
छिद्,,,N,N,*skheid-,,,,missingtitle
रिच्,,,Y,N,*h₁reiǵʰ-,,*leykʷ-,,ok
विच्,,,N,N,*weik-,,*weyk-; *wey-,*wayč-,ok
क्षुद्,,,N,N,*kʷsed-,,,,no_pie_found
युज्,,,Y,N,*yewg-,,*yewg-,,ok
छृद्,,,Y,N,*skerd-,,,,no_pie_found
तृद्,,,Y,Y,*terh₂-,,*terd-,,ok
कृत्,,,Y,N,*kʷrey-,,*(s)ker-,,ok
इन्ध्,,,Y,N,*h₂e(n)dʰ-,,,,missingtitle
खिद्,,,N,N,*skheid-,N,*kh₂eyd-,,ok
विद्,,*u̯ei̯d-,Y,N,*weid-,,*weyd-,*wayd-,ok
शिष्,,,Y,N,*sekʷ-,,*ḱeys-,,ok
पिष्,,*pei̯s-,N,N,*pis-,,,,no_pie_found
भञ्ज्,,,Y,N,*bʰreǵ-,,*bʰeg-,,ok
भुज्,,,N,N,*bʰeuǵ-,,*bʰewgʰ-; *bʰewg-,,ok
तृह्,,,Y,Y,*terh₂-,,*(s)terǵʰ,*(s)tarjʰ,ok
हिंस्,,,Y,N,*ǵʰens-,N,*ǵʰeys-; *ǵʰey-; *trewd-,,ok
उन्द्,,,Y,N,*ned-,Y,,,missingtitle
अञ्ज्,,,Y,N,*h₂negʷ- (to anoint),,*h₃engʷ-,,ok
तञ्च्,,,N,N,*tenk-,Y,*tenk-,,ok
विज्,,,Y,N,*weid-,,*weyg-,*wayȷ́-; *wayǰ-,ok
वृज्,,,Y,N,*wreǵ-,,*h₂werg-,,ok
पृच्,,,Y,N,*perḱ-,,,,no_pie_found
तन्,,,Y,N,*ten-,,,,no_pie_found
सन्,,,Y,N,*h₁es-,,*senh₂-,*sanH-,ok
क्षण्,,,Y,N,*kes-,Y,,,no_pie_found
क्षिण्,,,Y,N,*kti-,Y,,,no_pie_found
ऋण्,,,Y,N,*h₂er-,,,,no_pie_found
तृण्,,,Y,Y,*terh₂-,,,,no_pie_found
घृण्,,,Y,N,*ǵʰer-,,,,no_pie_found
वन्,,,Y,Y,*wenh₁-,,*wen-; *wenh₁-,*wán-,ok
मन्,,*men-,Y,N,*men-,,*men-,*man-,ok
कृ,,*kʷer-,N,N,*kʷer-,,*kʷer-; *kreH-,*kar-,ok
क्री,,,N,Y,*kʷriH-,,*kʷreyh₂-,,ok
प्री,,,Y,Y,*priH-,,*preyH-,,ok
श्री,,,N,N,*ḱley-,,*ḱerh₂-,*śriHrás; *ćriHrás,ok
मी,,,Y,N,*meh₁- (to measure),,*mey-,,ok
सि,,,N,N,*h₁sē-,,*sh₂ey-,*saH-,ok
स्कु,,,N,N,*skew-,Y,*(s)kewh₂-,,ok
स्तम्भ्,,,Y,N,*stembh-,,*stebʰ-,,ok
स्तुम्भ्,,,Y,N,*stembh-,N,,,missingtitle
स्कम्भ्,,,Y,N,*(s)tep-,,,*skambʰás; *skabʰ-,ok
स्कुम्भ्,,,Y,N,*skembh-,N,,,missingtitle
यु,,,Y,N,*yewes-,,,*yaw-,ok
क्नू,,,Y,Y,*ǵneh₂-,N,,,missingtitle
द्रू,,,Y,N,*drew-,,,,missingtitle
पू,,,Y,Y,*pewH-,,*pewH-,,ok
शॄ,,,Y,N,*ḱer-,N,*ḱerh₂-,,ok
लू,,,Y,Y,*lewh₂-,,*lewh₁-,*lawH-,ok
स्तॄ,,,Y,Y,*sterh₃-,,*sterh₃-; *ster-,,ok
कॄ,,,Y,N,*kʷer-,N,*(s)kelH-; *kʷerH-; *(s)ker-,,ok
वॄ,,,Y,N,*wer-,,,,missingtitle
धू,,,Y,Y,*dʰewh₂-,,,,missingtitle
शॄ,,,Y,N,*ḱer-,N,*ḱerh₂-,,ok
पॄ,,,Y,Y,*pelh₂-,,*pleh₁-; *perh₃-,,ok
वॄ,,,Y,N,*wer-,,,,missingtitle
भॄ,,,Y,N,*bʰer-,,,,missingtitle
मॄ,,,Y,N,*mer-,,*merh₂-; *melh₂-,*marH-,ok
दॄ,,,Y,N,*der-,,*der-,*dar-,ok
जॄ,,,Y,Y,*ǵerh₂-,,*ǵerh₂-,*ȷ́arH-,ok
झॄ,,,Y,N,*ǵʰer-,Y,,,missingtitle
धॄ,,,Y,N,*dʰer-,,,,missingtitle
नॄ,,,Y,N,*h₂ner-,N,,,missingtitle
कॄ,,,Y,N,*kʷer-,N,*(s)kelH-; *kʷerH-; *(s)ker-,,ok
ॠ,,,Y,N,*h₁er-,,,,no_sanskrit_section
गॄ,,,Y,Y,*ǵʰreh₂-,N,*gʷerH-; *gʷelH-; *gʷerh₃-,*garH-,ok
ज्या,,,N,Y,*gʷyeh₂-,,*ǵyeH-; *gʷey-,*ǰyáH; *gʷyéH; *ȷ́yaH-,ok
री,,,N,N,*h₁rei-,,,,no_pie_found
ली,,,Y,N,*sleiǵʰ-,,,,no_pie_found
व्ली,,,N,N,*wlēi-,Y,,,missingtitle
ब्ली,,,N,N,*blei-,Y,,,missingtitle
प्ली,"pləi-, pləu-",,N,Y,*pleh₂-,,,,missingtitle
व्री,,,N,Y,*gʷréh₂-,N,,,missingtitle
भ्री,,,N,N,*bʰer-,,*bʰreyH-,,ok
क्षी,,,N,N,*gʷtʰi-,,,,missingtitle
ज्ञा,,,Y,Y,*ǵneh₃-,,*ǵneh₃-,*ȷ́naH-; *ǰnaH-,ok
बन्ध्,,*bʰendʰ-,Y,N,*bʰendʰ-,,*bʰendʰ-,,ok
वृ,,,Y,N,*wer-,,*welh₁-; *h₂wer-; *wer-; *welH-,*war-,ok
श्रन्थ्,,,Y,N,*s(k)rendʰ-,,,,missingtitle
मन्थ्,,,Y,N,*menth-,,,,no_pie_found
श्रन्थ्,,,Y,N,*s(k)rendʰ-,,,,missingtitle
ग्रन्थ्,,,Y,N,*gʷrendʰ-,,*gre(n)tH-; *ger-,*grantH-,ok
कुन्थ्,,,Y,-,,Y,,,missingtitle
मृद्,,,Y,N,*merd-,,*(s)merd-; *mled-; *(s)meld-,,ok
मृड्,,,Y,N,*merd-,N,,*mr̥žd-,ok
गुध्,,,Y,-,,Y,,,missingtitle
कुष्,,,Y,-,,Y,,,missingtitle
क्षुभ्,,,Y,N,*kʷʰewbʰ-,,,,no_pie_found
नभ्,,,Y,N,*nebʰ-,,*nebh-,,ok
तुभ्,,,Y,N,*teu-,Y,,,missingtitle
क्लिश्,,,N,N,*glei-,Y,*k(ʷ)leyḱ-,,ok
अश्,"ā̆s-, based on it azd-, azg(h)-",,Y,N,*h₁ed-,,*h₂neḱ-; *h₂eḱh₃-,*HaćH-,ok
ध्रस्,,,Y,N,*dʰres-,N,,,missingtitle
इष्,,,Y,N,*h₁eys-,,*h₂eys-; *h₁eysh₂-,*Hiṣ; *Hiś,ok
विष्,,,N,N,*weis-,Y,*weyh₁-; *weys-,,ok
प्रुष्,,,Y,N,*spre(u)ǵʰ-,Y,*prews-,,ok
प्लुष्,,,Y,N,*plew-,,*prews-,,ok
पुष्,,,Y,N,*pus-,,*(h₃)pews-,,ok
मुष्,mūs,,Y,N,*mus-,,*mewsH-,*múHs,ok
खच्,,,Y,-,,Y,,,missingtitle
खव्,,,Y,-,,Y,,,missingtitle
हेठ्,,,Y,-,,Y,,,missingtitle
स्वॄ,,,Y,N,*swer-,,,,missingtitle
ग्रह्,,*gʰrebh₂-,Y,Y,*ǵʰreh₂-,,*gʰrebh₂-,*grabʰ-,ok
चुर्,,,Y,-,,Y,,,no_pie_found
चिन्त्,,,Y,N,*ment-,Y,,,no_pie_found
यन्त्र्,,,Y,N,*h₁éd-,N,*yem-tró-m; *yem-,,ok
स्फुण्ड्,,,Y,N,*spond-,Y,,,missingtitle
स्फुण्ट्,,,Y,N,*spond-,Y,,,missingtitle
लक्ष्,,,Y,N,*sleg-,Y,,,no_pie_found
कुन्द्र्,,,Y,-,,Y,,,missingtitle
कुद्,,,Y,N,*kwed-,N,,,missingtitle
स्पुण्ड्,,,Y,-,,Y,,,missingtitle
लड्,,,Y,-,,Y,,,no_pie_found
मिन्द्,,,Y,N,*men-,Y,,,missingtitle
मिद्,,,Y,N,*meyd-,N,,,missingtitle
लण्ड्,,,Y,N,*lendʰ-,Y,,,no_pie_found
ओलण्ड्,,,Y,-,,Y,,,missingtitle
जल्,,,Y,-,,Y,*gʷelHo-; *gʷel-,,ok
लज्,,,Y,N,*led-,Y,,,no_sanskrit_section
पीड्,pid-,,Y,Y,*peiH-/*piH-,,*peysd-; *peys-,,ok
नट्,,,Y,N,*(s)ned-,Y,,,no_pie_found
श्रथ्,,,Y,N,*ser- (to bind,,,,missingtitle
बध्,,,Y,N,*gʷedʰ-,,,,missingtitle
बन्ध्,,*bʰendʰ-,Y,N,*bʰendʰ-,,*bʰendʰ-,,ok
पॄ,,,Y,Y,*pelh₂-,,*pleh₁-; *perh₃-,,ok
ऊर्ज्,,,Y,N,*werǵʰ-,,*h₂werg-,,ok
पक्ष्,,,Y,N,*pekʷ-,,*peg-,*pakšás; *paćšás,ok
वर्ण्,,,Y,N,*wer-,,*wer-,*wárnas,ok
चूर्ण्,,,Y,Y,*ǵʰreh₂-,,,,no_pie_found
प्रथ्,,,Y,N,*pert-,,*pleth₂-,,ok
पृथ्,,,Y,Y,*pʰelH-,,*pleth₂-,,ok
पथ्,,,Y,N,*pent-,,*pent-,*patʰás; *pántaHs,ok
सम्ब्,,,Y,N,*h₂dʰébʰ-,Y,,,missingtitle
शम्ब्,,,Y,N,*ḱembʰ-,Y,,,no_pie_found
साम्ब्,,,Y,Y,*seh₂-,Y,,,missingtitle
भक्ष्,,,Y,N,*bʰegʷ-,,,,no_pie_found
कुट्ट्,,,Y,N,*kut-,Y,,,no_pie_found
पुट्ट्,,,Y,N,*bʰeu-,Y,,,missingtitle
चुट्ट्,,,Y,-,,Y,,,missingtitle
अट्ट्,,,Y,-,,Y,,,no_pie_found
सुट्ट्,,,Y,-,,Y,,,missingtitle
लुण्ट्,,,Y,-,,Y,,,no_pie_found
लुण्ठ्,,,Y,-,,Y,,,missingtitle
शठ्,,,Y,-,,Y,,,no_pie_found
श्वठ्,,,Y,-,,Y,,,missingtitle
श्वण्ठ्,,,Y,-,,Y,,,missingtitle
तुज्,,,Y,N,*tewk-,Y,*(s)tewg-,,ok
तुञ्ज्,,,Y,N,*tewk-,Y,,,no_pie_found
पिज्,,,Y,N,*peyǵ-,N,,,missingtitle
पिञ्ज्,,,Y,N,*peyǵ-,Y,,,missingtitle
लञ्ज्,,,Y,N,*lenk-,Y,,,missingtitle
लुञ्ज्,,,Y,N,*lūg-,Y,,,missingtitle
पिस्,,,Y,N,*peḱ-,,,,no_sanskrit_section
सान्त्व्,,,Y,Y,*seh₂-,N,,,missingtitle
सान्त्व्,,,Y,Y,*seh₂-,N,,,missingtitle
श्वल्क्,,,Y,N,*welk-,Y,,,missingtitle
वल्क्,,,Y,N,*welk-,N,,*walkás,ok
स्निह्,,,Y,N,*sneygʷʰ-,,*sneygʷʰ-,,ok
स्फिट्,,,Y,N,*s(p)h(e)i-d-,Y,,,missingtitle
स्मिट्,,,Y,N,*smei-,Y,,,missingtitle
स्मि,,,Y,N,*smei-,,*(s)mey-,,ok
श्लिष्,,,Y,N,*sleikʷ-,,*ḱley-,*ćRayš,ok
पन्थ्,,,Y,N,*pent-,,,,missingtitle
पिच्छ्,,,Y,N,*peyǵ-,N,,,missingtitle
छन्द्,,,Y,N,*skend-,N,*(s)ḱend-,*śćand-,ok
श्रण्,,,Y,N,*ḱlew-,,,,missingtitle
तड्,tād-,,Y,N,*stey-,,,,missingtitle
खड्,,,Y,N,*skheid-,Y,,,missingtitle
खण्ड्,,,Y,N,*skend-,Y,,,no_pie_found
कण्ड्,"kand-, skand-, and Indo-Iranian (s)kend-",,Y,N,*kʷend-,N,,,missingtitle
कुण्ड्,,,Y,N,*gʷʰen-,Y,,,no_pie_found
गुण्ड्,,,Y,N,*gʷʰen-,Y,,,missingtitle
कुण्ठ्,,,Y,N,*kont-,Y,,,no_pie_found
गुण्ठ्,,,Y,N,*gʷʰen-,Y,,,missingtitle
खुण्ड्,,,Y,N,*skend-,Y,,,missingtitle
वण्ट्,,,Y,N,*wend-,Y,,,no_pie_found
वण्ड्,,,Y,N,*wendʰ-,Y,,,missingtitle
चण्ड्,,,Y,N,*skend-,Y,,,no_pie_found
मण्ड्,mand-,,Y,N,*mend-,Y,,,no_pie_found
भण्ड्,,,Y,N,*bʰendʰ-,Y,,,missingtitle
छर्द्,,,Y,N,*ǵʰerdʰ-,,,,missingtitle
पुस्त्,,,Y,Y,*pewH-,Y,,,missingtitle
बुस्त्,,,Y,-,,Y,,,missingtitle
चुद्,,,Y,N,*skud-,Y,*(s)kewd-,,ok
नक्क्,,,Y,N,*nekʷ-,Y,,,missingtitle
धक्क्,,,Y,N,*dheǵh-,Y,,,missingtitle
चक्क्,,,Y,N,*kʷekʷlos,Y,,,missingtitle
चुक्क्,,,Y,N,*kʷekʷ-,Y,,,missingtitle
क्षल्,,,Y,N,*skʷel-,N,*dʰgʷʰer-; *kʷsel-,*gẓʰar-; *gžʰar-,ok
तल्,tāl-,,Y,Y,*telh₂-,N,*telh₂-; *terh₂-,,ok
तुल्,,,Y,Y,*telh₂-,,,,no_pie_found
दुल्,,,Y,Y,*dʰwelh₁-,Y,,,missingtitle
पुल्,,,Y,Y,*pelh₂-,N,,,no_pie_found
चुल्,,,Y,N,*kʷel-,Y,,,no_sanskrit_section
मूल्,,,Y,N,*h₂mel-,,,,no_pie_found
कल्,,,Y,N,*kel-,N,*kel-,,ok
विल्,,,Y,Y,*welh₁-,Y,,,missingtitle
बिल्,,,Y,N,*bel-,Y,*bel-,,ok
तिल्,,,Y,N,*til-,Y,,,no_pie_found
चल्,,,Y,N,*kʷel-,N,,,no_pie_found
पाल्,,,Y,Y,*pelh₂-,N,,,no_pie_found
पल्,,,Y,N,*pel-,Y,,,no_pie_found
लूष्,"lū̆s, genitive luu̯-ós",,Y,Y,*lewH-,Y,,,missingtitle
शुल्ब्,,,Y,Y,*welH-,Y,,,missingtitle
शूर्प्,,,Y,N,*swer-,Y,,,no_pie_found
चुट्,,,Y,N,*kewt-,Y,,,missingtitle
मुट्,,,Y,N,*mewt-,Y,,,no_pie_found
उलण्ड्,,,Y,N,*h₂lendʰ-,Y,,,missingtitle
पण्ड्,,,Y,N,*pend-,N,,,no_pie_found
पंस्,,,Y,N,*pens-,N,,,missingtitle
मार्ग,,,Y,N,*merǵ-,N,*morgʷós,,ok
व्रज्,,,Y,N,*wreǵ-,N,,,missingtitle
शुल्क्,,,Y,N,*selkʷ-,Y,,,no_pie_found
चम्प्,,,Y,N,*kamp-,N,,,missingtitle
क्षम्प्,,,Y,N,*kem-,N,,,missingtitle
क्षञ्ज्,,,Y,N,*ǵens-,Y,,,missingtitle
छञ्ज्,,,Y,N,*skend-,Y,,,missingtitle
श्वर्त्,,,Y,N,*swer-,N,,,missingtitle
स्वर्त्,,,Y,N,*swer-,,,,missingtitle
श्वभ्र्,,,Y,N,*kʷʰebʰ-,N,,,missingtitle
ज्ञप्,,,Y,Y,*ǵneh₃-,,,,missingtitle
यम्,,,Y,N,*yem-,,*yem-,*yam-,ok
चह्,,,Y,Y,*kʷeh₂-,N,,,missingtitle
चप्,,,Y,N,*(s)tep-,Y,,,no_pie_found
रह्,,,Y,N,*regʷh-,N,*legʰ-,,ok
बल्,"bal-, balbal-",,Y,N,*bel-,N,,,no_pie_found
चि,,,Y,N,*kʷei-,,*kʷey-,,ok
घट्ट्,,,Y,N,*ghedh-,Y,,,no_pie_found
मुस्त्,,,Y,N,*mūs-,Y,,,missingtitle
खट्ट्,,,Y,N,*kʷat-,Y,,,no_pie_found
सट्ट्,,,Y,N,*sed-,Y,,,no_pie_found
स्फिट्ट्,,,Y,N,*s(p)h(e)i-,Y,,,missingtitle
चुम्ब्,,,Y,N,*ǵʰembʰ-,,,,no_pie_found
पुल्,,,Y,Y,*pelh₂-,N,,,no_pie_found
पूर्ण्,,,Y,Y,*pelh₁-,,*pl̥h₁nós,*pr̥Hnás,ok
पुण्,,,Y,Y,*pelh₁-,,,,missingtitle
पुंस्,,,Y,N,*péh₂ōs,,,,no_pie_found
टङ्क्,,,Y,-,,Y,,,no_pie_found
व्यप्,,,Y,-,,Y,,,missingtitle
व्यय्,,,Y,N,*h₁ey-,,,,no_pie_found
पूल्,,,Y,Y,*pelh₂-,N,,,no_sanskrit_section
धूस्,,,Y,Y,*dʰewh₂-,,,,missingtitle
धूष्,,,Y,Y,*dʰewh₂-,,,,missingtitle
धूश्,,,Y,Y,*dʰewh₂-,,,,missingtitle
कीट्,,,Y,-,,Y,,,no_pie_found
चूर्ण्,,,Y,Y,*ǵʰreh₂-,,,,no_pie_found
पूज्,,,Y,Y,*pyewH-,N,,,no_pie_found
अर्क्,,,Y,N,*h₂erǵ-,N,*h₁erkʷós; *h₁erkʷ-,*Harkás,ok
शुठ्,,,Y,-,,Y,,,missingtitle
शुण्ठ्,,,Y,-,,Y,,,no_pie_found
जुड्,,,Y,-,,Y,,,missingtitle
गज्,,,Y,Y,*ǵʰeh₂-,N,,,no_pie_found
मार्ज्,,,Y,N,*merǵ-,,,,missingtitle
मर्च्,,,Y,N,*merǵ-,N,,,missingtitle
घृ,,,Y,N,*ǵʰer-,,*gʷʰer-; *gʰer-,,ok
पञ्च्,,,Y,N,*pénkʷe,,*pénkʷe,*pánća; *pánča,ok
तिज्,,,Y,N,*stiǵʰ-,,*(s)teyg-,,ok
कॄत्,,,Y,N,*kʷer-,,,,missingtitle
वर्ध्,,,Y,N,*wérdʰ-,,,,missingtitle
कुम्ब्,,,Y,N,*kʷemp-,Y,,,missingtitle
कुम्भ्,,,Y,N,*kʷemp-,Y,,*kumbʰás; *kʰumbʰás,ok
लुम्ब्,,,Y,N,*lumbʰ-,Y,,,missingtitle
तुम्ब्,,,Y,Y,*tewh₂-,Y,,,missingtitle
ह्लप्,,,Y,N,*klep-,Y,,,missingtitle
क्लप्,,,Y,N,*klep-,,,,missingtitle
ह्रप्,,,Y,N,*srep-,Y,,,missingtitle
चुण्ट्,,,Y,N,*gew-,Y,,,missingtitle
ब्रीस्,,,Y,Y,*gʷréh₂-,Y,,,missingtitle
दंह्,,,Y,N,*dʰǵʰem-,,,,missingtitle
इल्,"īl-, īlu-",,Y,N,*h₁el-,N,*h₁elh₂-,,ok
म्रक्ष्,,,Y,N,*melǵʰ-,Y,,,no_pie_found
अस्त्,,,Y,N,*h₁es-,,*nes-,*ástam,ok
म्लेच्छ्,,,Y,N,*mélǵ-,Y,,,no_pie_found
छम्प्,,,Y,N,*skambʰ-,Y,,,missingtitle
ब्रूस्,,,Y,N,*bʰréw-,,,,missingtitle
बर्ह्,,,Y,N,*bʰerǵʰ-,,,,missingtitle
श्रण्,,,Y,N,*ḱlew-,,,,missingtitle
पिच्च्,,,Y,N,*pisk'-,Y,,,missingtitle
बुल्,,,Y,N,*bʰel-,Y,,,missingtitle
गर्ज्,,,Y,Y,*ǵerh₂-,,,,missingtitle
गर्द्,,,Y,N,*gʷʰerdʰ-,Y,,,no_pie_found
गर्ध्,,,Y,N,*gʷʰerdʰ-,,,,missingtitle
गूद्,,,Y,N,*gʷeh₂d-,Y,,,no_sanskrit_section
पूर्व्,,,Y,N,*pel-,,*pr̥h₂wós; *preh₂-,*pr̥Hwás,ok
जंस्,,,Y,N,*ǵʰens-,Y,,,missingtitle
ईड्,,,Y,N,*h₁eidʰ-,,*h₂eysd-,*Hayẓḍ-; *Hayžd-,ok
जस्,,,Y,N,*ǵes-,Y,,,no_pie_found
पिण्ड्,,,Y,N,*peyt-,N,,,no_pie_found
पर्थ्,,,Y,N,*per-,Y,,,no_sanskrit_section
रुष्,,,Y,N,*reus-,Y,,,no_pie_found
रुट्,,,Y,N,*reud-,Y,,,missingtitle
डिप्,,,Y,N,*dʰeyb-,Y,,,missingtitle
स्तुप्,,,Y,N,*stewp-,N,,,missingtitle
स्तूप्,,,Y,N,*stewp-,,,*stúHpas,ok
चित्,,,Y,N,*kʷey-,,*kʷeyt-; *kʷey-,,ok
दंश्,,*denk̑-,Y,N,*dḱm̥t-,,*denḱ-,*danś-; *danć-,ok
दंस्,,,Y,N,*dent-,Y,,,missingtitle
दस्,,,Y,Y,*deh₃-,,,,no_pie_found
डप्,,,Y,N,*dʰebʰ-,Y,,,missingtitle
डिप्,,,Y,N,*dʰeyb-,Y,,,missingtitle
तन्त्र्,,,Y,N,*ten-,Y,*téntlom; *ten-; *-tlom,*tántram,ok
मन्त्र्,,,Y,N,*men-,N,*men-,*mántras,ok
स्पश्,,,Y,N,*speḱ-,,*spéḱs; *speḱ-; *peh₂ḱ-,*spáṭṣ; *spáćš; *(s)paHś-; *(s)paHć-,ok
तर्ज्,,,Y,N,*terkʷ-,N,*tergʷ-,*tarȷ́-; *tarǰ-,ok
भर्त्स्,,,Y,N,*bher-,Y,,,no_pie_found
बस्त्,,,Y,N,*gwes-,Y,,,no_pie_found
गन्ध्,,,Y,N,*gʷʰen-,N,,*g(ʰ)andʰ-,ok
किल्,,,Y,N,*kel-,Y,,,no_pie_found
पिल्,,,Y,N,*pel-,Y,,,missingtitle
विष्क्,,,Y,N,*weik-,Y,,,missingtitle
हिष्क्,,,Y,N,*ghweis-,Y,,,missingtitle
निष्क्,,,Y,N,*neik-,Y,,,no_pie_found
लल्,,,Y,Y,*lelH-,N,,,no_pie_found
कूण्,,,Y,N,*gʷʰen-,Y,,,missingtitle
तूण्,,,Y,-,,Y,,,no_pie_found
भ्रूण्,,,Y,N,*bʰrū-,,*bʰrewH-,,ok
शठ्,,,Y,-,,Y,,,no_pie_found
यक्ष्,,,Y,N,*yek-,Y,,,no_pie_found
स्यम्,,,Y,N,*sē(i)-,N,,,missingtitle
गूर्,,,Y,Y,*gʷerH-,N,,,missingtitle
शम्,,,Y,N,*ḱem-,,*ḱemh₂-,,ok
लक्ष्,,,Y,N,*sleg-,Y,,,no_pie_found
कुत्स्,,,Y,-,,Y,,,no_pie_found
त्रुट्,,,Y,N,*treud-,Y,,,no_pie_found
कुट्,,,Y,N,*gʷed-,Y,,,no_pie_found
गल्,,,Y,Y,*gʷelH-,Y,*gʷel-,*gál,ok
भल्,,,Y,N,*bhel-,Y,*bʰel-; *bʰeh₂-,,ok
कूट्,,,Y,N,*keut-,Y,,,no_pie_found
कुट्ट्,,,Y,N,*kut-,Y,,,no_pie_found
वञ्च्,,,Y,N,*wenkʷ-,N,*wenk-,*wanč-,ok
वृष्,,,Y,N,*wers-,,,,no_pie_found
मद्,mad-,,Y,N,*med-,,*meh₂d-,,ok
दिव्,,,Y,N,*deyw-,,*dyew-,,ok
गृ,,,Y,N,*ǵʰer-,,*h₁ger-,*Hgar-,ok
विद्,,*u̯ei̯d-,Y,N,*weid-,,*weyd-,*wayd-,ok
मान्,,,Y,N,*men-,,,*dmáHnas,ok
मन्,,*men-,Y,N,*men-,,*men-,*man-,ok
यु,,,Y,N,*yewes-,,,*yaw-,ok
कुस्म्,,,Y,-,,Y,,,missingtitle
चर्च्,,,Y,-,,Y,,,no_sanskrit_section
बुक्क्,,,Y,-,,Y,,,no_pie_found
शब्द्,,,Y,-,,Y,,,no_pie_found
कण्,kan-,,Y,N,*kan-,Y,,,no_sanskrit_section
जम्भ्,,,Y,N,*ǵembh-,Y,*ǵembʰ-,,ok
सूद्,,,Y,N,*sewd-,,,,no_pie_found
जस्,,,Y,N,*ǵes-,Y,,,no_pie_found
पश्,,,Y,N,*speḱ-,,*speḱ-; *peh₂ḱ-,*(s)pać-; *spać-; *paHć-,ok
अम्,amə-,,Y,N,*h₂em-,,*h₃emh₃-,,ok
चट्,,,Y,-,,Y,,,missingtitle
स्फुट्,,,Y,N,*spleit-,,*bʰel-,,ok
घट्,,,Y,N,*gʷʰedʰ-,N,,,no_pie_found
दिव्,,,Y,N,*deyw-,,*dyew-,,ok
अर्ज्,,,Y,N,*h₂reǵ-,,,,no_pie_found
घुष्,,,Y,N,*ǵʰews-,,,*gʰawṣ-; *gʰawš-,ok
क्रन्द्,,,Y,N,*krend-,,*kelh₁-,,ok
लस्,las-,,Y,N,*las-,N,*leh₂s-,*las-,ok
तंस्,,,Y,N,*tens-,,*tens-,,ok
भूष्,,,Y,Y,*bʰewH-,,,,no_pie_found
मोक्ष्,,,Y,N,*mewk'-,Y,*(s)mewk-,,ok
अर्ह्,,,Y,N,*h₂leǵʰ-,,*h₂elgʷʰ-,,ok
ज्ञा,,,Y,Y,*ǵneh₃-,,*ǵneh₃-,*ȷ́naH-; *ǰnaH-,ok
भज्,,,Y,N,*bʰʰeǵ-,,*bʰeh₂g-,*bʰag-,ok
शृध्,,,Y,N,*ser-,Y,,,missingtitle
यत्,,,Y,Y,*yeh₁-,,*yet-,*yat-,ok
रक्,,,Y,N,*reg-,Y,,,missingtitle
लग्,,,Y,N,*leg-,N,*(s)leg-,*lagnás,ok
